Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
CHKP Foods,U.S.-based company that develops and produces fermented plant-based milk products,Plant-based,"Dairy,Ingredients and inputs","End product formulation and manufacturing,Ingredient optimization","Milk,Cheese,Other dairy",,Chickpea,U.S. and Canada,Israel,,Tel Aviv,https://chkpfoods.com/about/,2019,"Noam Sharon, Noam Dekkers",planterra logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/T013fvNXbRDgQeOChjBPeg/LDcNRGK56URBbrwSIRbd0Hpfv3Vzp4dHV48mczzAazyWG6buqtoI0333VVTKSx5cp-nlOKvM1jFntpE76LFbVdFj9vbnVfIwn5qQ1TY3Afw/jk1NP0avebSXe-DMib4Nw2lnoJ7JTlJEN-Jsj_fCg94)
NRGene,"Develops new plant and animal varieties with its cutting-edge predictive computational methods.
",Plant-based,Ingredients and inputs,Crop development,,,Hemp,Africa/Middle East,Israel,,"Ness Ziona, HaMerkaz",https://www.nrgene.com/,2009,"David Lieber, Gil Ronen, Guy Kol",NRgene logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/GE23TjM4dU56fmdy4kP-Rg/CjhqteieZSqmwjMEX5rgARlqC-9Kti0LW_InnGz7wmPw8wP4hhqg27LOjmHEpIkpwSm-b5mOTKeyt7bD-95iET2HMbcDITapH8Tze06q4lk/giZu2OxE3cvGeX__3vdMna64THf4e801iWeZ_WGPnzY)
Protera Biosciences,Producers foaming and emulsifying proteins to replace eggs as well as plant-based oils.,Fermentation-derived,Ingredients and inputs,Target molecule selection,Eggs,,Other,Europe,France,,Paris,https://www.proterabio.com/about,2018,"Leonardo Álvarez,Francia Navarrete",5ea149d3f1271e6d9d2279bb_protera.svg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/4cN5b8W5BmzHd4CO_RCvPg/pV2rWHw2pLRvy2V7u1up_876h2bf6b9KuBSSW_E8IYgcxCNODel8z1SBkv6GAv-3KfuA_aJcpzbfQQfQCGP6XlSuSfHPHRA1v2K9cy1GrDsoA3UrzLkPfraTVV0xgaNN/ECqDjQXBgFZxqC9c03ojIIHnhivppR2pLvY2s8boUY4)
NuCiCer,"NuCicer’s customized chickpea varieties with high protein content, targeted functional and nutritional properties, and positive environmental traits will directly impact the nutritional, environmental, transportation, and sustainability needs of the future at the required scale.",Plant-based,Ingredients and inputs,Crop development,"Eggs,Ground meat",,Chickpea,U.S. and Canada,United States,CA,Davis,https://nucicer.com/why-chickpea,2019,"Kathyrn Cook, Douglas Cook",NuCicer+Name+Logo+New.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/fda43BdB9eaacqzBc6l7gQ/oYeCECKVFc4nUJCT4GrwArfy1XJxAj6xYFRgOr_UJ9CE8WuOYroJF8kn_w7pHZdhcA5bS67IxE5LhJuJnj8c9hL3_mi4gJrZo-7Hepqoaxg/b2Irdx0B-AYgVsmjfKoyMLmhlKlZ6G6cbTttc3AIxD0)
WhiteBoard Foods,"Built on Spiderwort's Aerocell™ and Hydrocell™ technologies, our scaffolds are produced with GRAS components and provide the flexibility to meet the engineering demands of your cell-cultured and plant-based food products",Plant-based,"Ingredients and inputs,Meat",Scaffolding and structure,Whole muscle meat,,Other,U.S. and Canada,Canada,,,https://www.whiteboardfoods.com/,2020,Andrew Pelling,Screen Shot 2020-12-08 at 2_54_34 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/3zde_ctYmBcmGX-ASd3L_Q/NdR3fFFwq6ngbhoOgQOGijmR68TJPUO-W07p9KUazbo-bfkV2QYn8gCNwQyoe9iTtc_dEZe5L3GE5MVMt0RzdJ4P3hO522NBXSOe0W40P9CAiyuAacR7NfkDP8PHpjYJ/NI97pRXZDTxjMre5Eg4HBA4kpfD9XFxlxg3iXpXFsok)
Cellivate Technologies,Singapore-based company developing proprietary nanotechnology that enables cells to adhere better and accelerate growth while maintaining vital cellular markers. Spin-off from work at the National University of Singapore. ,Cultivated,Bioprocessing infrastructure and equipment,"Cell culture media,Scaffolding and structure",,,,Asia Pacific,Singapore,,Singapore,"www.cellivate.xyz
",2019,"Viknish Krishnan-Kutty, Tirumalai Venkatesan
",cellivate+tech+final+logo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/T9iz8dzwiqjcLYi5H_Itdw/UGr4eFmrF1Mt_sxwiOxa-Hwkr9A6aibKFUATkhpD13VpKnPLeidMHQkV-CnvvEIttwaWonZSGkWfXYEQCnSjn8WguQFcRMrmPiR4i92J56e58CDORcD7Afu09c5YJELb/4B8EfIiu33HNitLYJ5hgdt0U0T6cEIuuTJcVdJBu-eo)
Cellular Agriculture Ltd.,UK-based startup developing bioreactor technology for the cellular agriculture industry. First startup in the UK cellular agriculture space. ,Cultivated,Bioprocessing infrastructure and equipment,Bioprocess design,Other,,,Europe,United Kingdom,,Carmarthenshire,https://www.cellularagriculture.co.uk/,2016,"Illtud Dunsford, Marianne Ellis",tob1nnrhtfgkxkdtn0th.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/mN7Lxu1n-xjAcAs9ueHxGw/kTf63wIFmnS9_DIjvte4cTj3PWHsON-x7AI-O1IcwtknPYYqTrORAO21pNlbSpmLM2i3QmESRN0xmIWkQmkGZXQ-D8W-bVEGiBzfe-a8MYE/nBC8uKOlbHhoQwWjuk1eH_KoCKBPf184wfWf_aPaYSg)
Celltainer Biotech BV (part of a larger business),"Startup developing single-use bioreactor to enable microbial fermentation for fragile cells, as well as offering services including process development inoculation and pre-culture, and small-scale production","Cultivated,Fermentation-derived",Bioprocessing infrastructure and equipment,Bioprocess design,Ground meat,Beef/veal,,Europe,Netherlands,,Winterswijk Brinkheurne,http://celltainer.com/,2015,Nico Oosterhuis,celltainerverkleind-e1566817419204.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/qTAj5NDEBTMMbdWchosCGg/m4n-1__NR7Hz9OM3uTvjc7Yls1HDoIuKvOgpC747EC5ocQ7ikP8MnkCvGkrhXRRAhkw6XOJ_61uugIOM_FjT7uqajieqeYbD6hqovYS9dVy5soWwQ1eF_2kqf5CAMUXY/XnFWkZp0ugYY5wmdkZjr2XQzgcc61S-SX12X3dYtySA)
CellulaREvolution,"UK-based startup working on the design and bioactivity testing of peptide-based molecules for biotechnological applications. They have also developed a smart coating, demonstrating the concept of continuous cell manufacture.",Cultivated,Bioprocessing infrastructure and equipment,"Cell culture media,Cell line development",,,,Europe,United Kingdom,,Newcastle,https://cellularevolution.co.uk/,2019,"Leo Groenewegen, Martina Niotto, Che Cannon",knldlgkxzq7oubwzwrwu.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/_wLnA9w8W5ottdO5t2CT-A/UqlI0ivWvpqNLF4FuIrWuC8qDYDhEcGRGVmK5jwf1xvxvwlA6sczRVEpVNv_A0Yv9LaX1GiUVPpSs1T7aog_NJ965TVsNIm4DCndr6m9Nco/QJOYaiy2WdbpxdCtaOp87HVwcl7pQPI9oxdyZmS93GA)
Back of the Yards Algae Sciences,"U.S.-based startup working on algae-based ingredients, including cell culture media and growth media ",Cultivated,Ingredients and inputs,"Cell culture media,Ingredient optimization",,,,U.S. and Canada,United States,Illinois,Chicago,https://www.algaesciences.com/,2018,Leonard Lerer,1558688797411.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/0Rn1QcSXicSmzl7VSfBR9A/MinW_qy95ISHc9ExnzJ1WKfvgQNrb2S-mq_9ktcjHel-qwYw-boqL-cQ5p3vkP19lQfeBnknZAoXG8tBEDbQJbihDDyaOzlIJXRyamC1Da4/oHqHUbtUc1pSQeyDNF7MUoJgyrT9P5iDesOrUPsxs-I)
Biocellion,U.S.-based company developing cell culture modeling software to expedite cultivated meat R&D,Cultivated,Bioprocessing infrastructure and equipment,Bioprocess design,,,,U.S. and Canada,United States,Washington,Seattle,https://biocellion.com/,2013,Simon Kahan,1519916649612.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/2-sElm7QIhmyHqx70oSQLA/fdrTkWW6GDxQGQ-x0_thUke4FIkne0LmBT0vcQUFGQlIZtrhB6LbmoWAuDIdZvLfbrsaUBnTddLx8zm5nV7dhDtPBzCWsPjbdMpPuTwWmno/dXmonm4GiX9E42ReS0xDCCMLWtwifs3s0pLyRfhj6sg)
Algama,"Platform for microalgae-based plant-based foods and ingredients (including egg, seafood, meat, and dairy replacements)",Biomass fermentation,"Food processing infrastructure and equipment,Contract manufacturing/processing,Seafood",End product formulation and manufacturing,"Ground meat,Eggs,Other",Tuna,,"U.S. and Canada,Europe",France,,Paris,http://algamafoods.com/,2013,"Alvyn Severien, Gaëtan Gohin",crhejt5qumk3s9afljpv.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/c-naCY1-CUNYTTWfF8850g/mfBfrwKSQmjCJTupakhqZALIIXXc8gQkfxy_ytIyScPA3fORPd4vKOo1Aci8lLtT4n1RtIYkMlaSki4m-_PTZrhJOPRoZJWYT99uusSnbHs/zJ0Ur1sQbHMjPgJ70d9XPsGB8vjTkakRFoW2qXocV0U)
MyForest Foods,"U.S.-based company producing Mycelium-based whole cut meats, including bacon under the brand ""MyBacon""",Biomass fermentation,Ingredients and inputs,Ingredient optimization,Whole muscle meat,"Beef/veal,Pork",Mushrooms,U.S. and Canada,United States,NY,Albany,https://myforestfoods.com/,2019,"Eben Bayer, Steve Lomnes, Russell Hazen,Gavin McIntyre, Andy Bass, Alex Carlton",Myforestfoods.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/kAjDtJSzDGOS489AoDY_Ug/zCN9dcB8nOF9HTLbTRgqYqCugOrbZK2R8zuZeRmDSZPKDXhmNWDKJX1zZgTOI40sqj66nE1W1AVuuqTZNJRVP-k6TzX3hYixo6acs37SsVU/k6cLRUX0Q8svKkJb5w00cwIqONqdWYV3Xgj-ONAefwA)
Alver,Maker of microalgae protein and a line of algae based protein foods,Plant-based,Ingredients and inputs,End product formulation and manufacturing,Other,,Algae,Europe,Switzerland,,Chardonne,https://www.alver.ch/,2016,Mine Uran,h3gauisdg9pwt3xvlhvw.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/2qGqe9adytfZkNnGnFb9dw/jHOzo6T0PBskoQx2gHK0PrW7oH_jqi0NiyK7YU3TsUJ7QyEVCPOJ8roKK15paKv9_waC6k-3IM7FYk7ltu670zPa0eM9LiSm002mL3cObvA/TZYdaoaVqFRS-XWYiw7PLALfN9N-bX_t0f8IDBmshgw)
Biosyntia,Fermentation company developing vitamins for plant-based food and other industries (part of a larger business),Fermentation-derived,Ingredients and inputs,"Ingredient optimization,Bioprocess design",,,,Europe,Denmark,,Copenhagen,https://www.biosyntia.com/,2012,"Morten Sommer, Hans Jasper Genee and Andreas Hougaard Laustsen",b1uct8pscx6i54z7yjkr.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/oBHC2sd2ye3DFoY5P3jTMA/dK4N6G6TszIb3wPEm-DITtoo1WfjiiegVxEy1-Vq9GbCEITxui6x9CYK0VS7Msgsmnz9S74fOe0nCuE1DyenO7-t4B-4Wu169_RkpztPMlY/FPNQgKj-M1rIiQ771MVinh9X8vd56NcFVMk2WesYkH0)
Arzeda ,Uses synthetic biology and computational protein design to create designer fermentation strains with applications in agriculture and ingredients (part of a larger business),Fermentation-derived,Ingredients and inputs,Bioprocess design,Other,Other,,U.S. and Canada,United States,WA,Seattle,https://www.arzeda.com/,2008,"Alexandre Zanghellini, Daniela Grabs, Eric Althoff",kafifmnbxxhuirrbfeed.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/6SLvFrkdYIjETIQHyMWFqQ/AZ_cZxdfWEBUPW0upGDUbkf1b99Y8mceTR2QhdQa8Sv_zRgBvLwnjZHdgIa4u-dGlSfSKjQ6eK6bL6XjPD0Rf32pd-aTCkXUpilK4g_SBM8/WdApPfAZx8-l_-p9dOD2I9hQTRBSX3BmcIORQyLgQ8g)
Calysta,Uses bacterial single cell protein to convert methane to protein for fish and livestock feed,Fermentation-derived,Ingredients and inputs,Feedstocks,Pet food,,,U.S. and Canada,United States,CA,San Francisco,http://calysta.com/,2011,"David McElroy, Josh Silverman",logo (1).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/sTDelgo6OXIr0nk9b_ud7A/Wt5b8gLCmW0Sgk17JuWx243y5OIvoV006ToyvTb9SPYHcqKGMVPdX8-YNDa0ZrndRZaB3hfNLHNP0LyD-vQZjKzvUKKPfl4vCNQgxfzayHw/6uJKstoN5t8hrOwMItxFb3bnA6XbiamVHGanGwE64yk)
BioTork,Produces non-GMO omega-3 fatty acids from algae culture (part of a larger business),Fermentation-derived,Ingredients and inputs,,,,,U.S. and Canada,United States,FL,Gainesville,https://biotork.com/,2008,Eudes De Crecy,xpvs0hnrnc5obse6c1s8.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/lWiBrLh58oCc4_ez0Vc_SQ/RZiEc0jRGGyKV-43vUx4ue7GSLl_3sTs3y44nOMG8XfuP2vek7eV94vfYDjBdz64Iay43yZlfDAkCPDebyZPMvjmluag5B_D1t_Y92nYm4k/bu7B_dKuRzgk86toELNhpUX2H6q4Rq_F8AKw6l4vCh0)
Cellana,"Develops algae-based bioproducts, using marine microalgae to photosynthetically produce its ReNew™ line of Omega-3 EPA and DHA oils, animal feed, and biofuel feedstocks.",Fermentation-derived,Ingredients and inputs,"Ingredient optimization,Feedstocks",,,,U.S. and Canada,United States,HI,Kailua-Kona,http://cellana.com/,2009,Barry Raleigh,d4ec258ea5d712bc0b14.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ULCecG9qT8sH9cRIAoiARw/le2i9Ek1WrNC2rPoeh3k6NX4uX07FeV9BaPvPldo6Rdx6zByyeJT7QveOnmoQGRAjRgUWeASBG3PBWzOMmnYm2TtVX7jfHyqK94wyXX95Jg/o8mTBWCgEua3_ybBTZHvxDzENDL9ZBE-coGguoexI4I)
Brevel,Isreal-based provider of protein-rich microalgae with a full amino acid profile.,Biomass fermentation,Ingredients and inputs,"Bioprocess design,Ingredient optimization",Ingredients,,Algae,Africa/Middle East,Israel,,Shekef,https://brevel.co.il/,2016,"Yonatan Golan, Ido Golan, Yoav Earon, Amir Levi",Brevel-Logo-Pantone-768x432.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/DdGoO4cQYhYQneXyggHd0w/pPZbkxl4VkT5Be1Jp3OE0paIidn9FOY1qxtiMrj6gyf0XnJXPwcmvpEI-Xk5bOqH_Ibh7m_CJUwaQG1CUgbVFgDquatsVHcAPtG_OYRJlenDNkxeUTNdzXcHEnG2X-sG/PnWokVfQIW5L9IdcBoe3zToQs80JzHw1SW9k9X6ETwQ)
Biopolis ,Company producing and purifying proteins from a wide variety of microbial hosts to produce proteins and novel ingredients (part of a larger business),"Fermentation-derived,Cultivated",Ingredients and inputs,"Cell culture media,Host strain development",,,,Europe,Spain,,Valencia,http://biopolis.es/,2003,Daniel Ramón Vidal (CEO),hzbxwdwaji95gx8smsad.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/hgWoMuDL9b2pTEK1eXhq3g/j4h-7Ee3lyMSx8BI6-dPlP763G0vXUUvEJVU5R6iEkOWogijytNQXL5BJXZ6GvB_nGFTfVCI6JPRUCsWqEzdHm4uDdtZ05pkFHbxGkp4w6k/Lj9HzDsBSu3ts1Zo3iNy4Gmm6b-5RuOTMKj2bwBXbCA)
Biorealize ,"Startup creating custom microorganisms, including those for food and flavor (part of a larger business)",Fermentation-derived,Ingredients and inputs,Ingredient optimization,,,,U.S. and Canada,United States,PA,Philadelphia ,http://www.biorealize.com/,2015,"Orkan Telhan, Michael Hogan, Karen Hogan",download (1).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/GtEr0HgN3f3jvRgpxSELWA/6M8CS3k8lhrPX9FoZC0rGqwx0bUbW_zUo_8J_yU25K8yTgJeVP2_o-eQfbxslKTcTcZK809gcIct_JbsUi2AojSDaq5JHugW9tykC-dYrUc/KucyFWxbxUd32C9p009Z_9lspfg9Rp2tjLH5sp50tCw)
"A.H.A International Co., Ltd","China-based foreign manufacturer focusing on international and domestic trade, pharmaceutical manufacturing, industrial investment, land logistics services etc.",Plant-based,Ingredients and inputs,Ingredient optimization,Ingredients,,,Asia Pacific,Mainland China,,Hefei,https://ahaint.en.china.cn/  https://ahaint.en.china.cn/,2001,Qing Liang,2009111854127965.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Es7_OWA1-VQxb13m0SAPZA/14rmYVBqx-cykLVtnK5N-oq1U_ga_kMJUWPxlEFMbfjK8dU-J1ffHE-KklQ9ZiIOt0vzsFBRK8ZLptp_ZWjS47gIxoASoqcXUOlWQK-9VA4/Yv0rgyrX7y11PMQygI7lmJCFyalee8FkCK7nM0ElOKY)
A&B Ingredients,"A&B Ingredients provides the food and beverage marketplace with a wide variety of unique, clean label ingredients.  Each of these ingredients fulfills the needs of manufacturers for health, nutrition, food safety and quality. ",Plant-based,Ingredients and inputs,Ingredient optimization,,,"Pea,Rice",U.S. and Canada,United States,New Jersey,Fairfield,https://abingredients.com/about-us-ab-ingredients/,1990,,logo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/dKt2wsXDu2-BT3dOZpd1JQ/8eOHRkVJ2f4W7Yih-CvhopSbjHhnLebvhunaf1l3Tz3-F-DTx-31kud25S-MdaoBXPMyvD8VcckTVpUfpi-OEg/1fJrcbLfyGK68zf82yjm3LbUpjSEuFmxs32kcZqfS-o)
Puris,Plant-based protein ingredients company. Supplies Beyond Meat with pea protein.,Plant-based,Ingredients and inputs,"Ingredient optimization,Crop development",,,"Pea,Lupine,Chickpea","U.S. and Canada,Asia Pacific",United States,Minnesota,Minneapolis,https://purisfoods.com/,1985,Jerry Lorenzen,puris.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/yr0DrZrU7AlD16GHMvT1lg/oPbDITVI0CUgqHgd2jAczHV4_pkYqXIPyr1bJQSWBlR1rLPcLzrGzGmhb93RadBcv7mBts1r9pYrSYX1Gl5vRQbAYcYOFzQiV4vg_WLmVHs/IYvsTc1U-t8xAev13lOfACC4BMUMEv8nVH3ScbbZA8M)
QingDao SingSino Group Limited,Large company providing food and pharmaceutical ingredients,Plant-based,Ingredients and inputs,Ingredient optimization,Ingredients,,"Pea,Other",Asia Pacific,Mainland China,,Qingdao,http://www.singsino.com/,2001,,logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/bK0n4viv7YGc5TTN2zYYTg/8eC2dAijEBJuC_ISE1dKqEI1RYCo1EYULd3SMfKAr8qbsysQ_eUHOvKt1odmRrBl1KgtDLwFIZwdIfuEgcZimw/OvRp5K1AKTfghL9zOJb-gWx1TClF2JNpr87RhaOvEQY)
Euroduna Food Ingredients,Since more than 20 years EURODUNA Food Ingredients GmbH is distributing ingredients to the Food Industry and has become one of the major importer of Soy Proteins in Germany.,Plant-based,Ingredients and inputs,,,,"Soy,Pea,Wheat,Tapioca","U.S. and Canada,Europe,Asia Pacific",Germany,,,http://www.euroduna-food.com/en/,2000,,euroduna_logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/ewjju-h24aj7vzpiZEeg4Q/Nx7L_vptC_8NlktDnPvgA-KX0swnTnK2nlw6KdKHWDGKbl7mA3fvyjSbppj_pfQs2a2KrpxxGJLhodqhrBvZD_Tp56TZy5YUwiBZ3C_3cBs/UyvV-HMUtA5L06M04pUQm6lVSZ-zH4U0Swf6xfdddgM)
AcerChem International Inc.,"Acerchem provides solutions for human nutrition, beauty, food, pharmaceuticals and animal nutrition. Established in 2007, Acerchem has grown to become a global business, providing a wide range of functional products across 60 countries, with subsidiaries in 6 countries.",Plant-based,Ingredients and inputs,Ingredient optimization,,,"Rice,Chickpea,Sunflower,Fava bean,Lentils,Mung Bean",Asia Pacific,Singapore,"Singapore, and Shanghai.",Singapore and Shanghai,http://www.acerchem.com/#AboutPage,2007,,logo1.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/sWAUaPEb5RNuir0jx9Yqpg/K_Yt4mcNSK4mjlr3HcwHqaGMMTYiCRtNYyjG6J7RYaOsbPo5hnWXcNJHHljz-a9IVtY5bkdefcyLYt11DLpmx9d9oZF1K_dUnquMgT_pDWI/HYslzWvSlwaxxGMV3uD7pftIYG25lFNRO5ShMHCq1yo)
Anchor Ingredients,Ingredients distributor,Plant-based,Ingredients and inputs,,,,"Pea,Wheat,Potato,Fava bean",U.S. and Canada,United States,North Dakota,Fargo,https://anchoringredients.com/,2015,,logo (5).png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/jzP1Tk1-9dRyrKCeP0J-Dg/MEAx-w5oH_hd4j2Uf41mjUXUaJhoAkVOH5T-OzsMzJ4lhxoPJpq9iL9yco82zKuJM1wa44xXtP8a9Y9j7g6ntt2rd2iYiAo4Jdn3-VxxYEI/g-Vay08CrM4ztvKDvMyUvYVYahcCu-39p5VM5TtcbOo)
Plantible Foods,cultivation and extraction processes to grow lemna (protein),Plant-based,Ingredients and inputs,"Ingredient optimization,Crop development",,,,U.S. and Canada,United States,CA,San Marcos,https://www.plantiblefoods.com/,2018,"Maurits van de Ven, Tony Martens",Capture.JPG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/0QE4akmFCX4ris7z7Yk6ZQ/6vfR7q8ej9dBVUll5KepOh6tI2h3uywBSoOzVgWCqbh1TeoX45vZ12Za9MHySl22aRAWXqjLPjm9HGhG8fyfd1z4lNLQC5yn0ugrWambdLc/OwUqnQjAuc7X32qK7JdIjTOkoUxaGyU4LqrUbpfZvjI)
Reiser,"Leading supplier of processing and packaging equipment solutions for the sausage, meat, poultry, seafood, prepared food, bakery, cheese and pet food industries",Plant-based,Food processing infrastructure and equipment,End product formulation and manufacturing,,,,U.S. and Canada,United States,Massachusetts ,Canton,http://www.reiser.com,1959,,image.gif (https://v5.airtableusercontent.com/v1/14/14/1674252000000/WjWrei58F-iFiwfk_GEOkA/gXq3PVjyWZCztCfChbtRQvClZ8hMYG2h7A4gRgT-QNKnAnaBSeJGx2O6vPxk6DpBf6Tu9pihjb_n5VW8UNSXTWdFFIDbbe53DSp1tafsvAk/KwTOKKa_KhlXZJ3IIafaSnFdzWerd_-gYNGh-xeL-xc)
Tomorrow Foods,Designs plant-based protein systems to help companies move away from meat based products ,Plant-based,Food processing infrastructure and equipment,,"Cheese,Milk,Ground meat,Whole muscle meat,Eggs",,,,Argentina,Buenos Aires ,Pergamino ,https://tomorrowfoods.com.ar/,2018,"Agustín Belloso, Guillermo Lentini, Gonzalo Segovia, Cesar Belloso",TFLogo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/6BVi081Or7vLs3nh9d62Sw/0a67tIFhu2jmndiJXaqsFrSxAymcOaDxAS60OuVZQ3T0hEwDtC-P-rqCijgWA1K8pTXprhImXvi3Nga0kmJLC5BM-XzBLS2Nr_Llp5wrfmM/QjXol9kxukO94TzUDnA2x49BNBTPm5GyarEbiEmfLdM)
ChickP Protein Ltd. ,Developed a production process that uses the whole chickpea seed to produce high concentrations of protein powder. ,Plant-based,Ingredients and inputs,Ingredient optimization,,,Chickpea,Africa/Middle East,Israel,,,https://www.chickp-protein.com,2016,Ram Reifan,Screen Shot 2021-02-11 at 9_15_16 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/IFUzJc-T-VobQo-wa_poQg/XzsgtC3s0X9NCnnsf8dbEf2GBjYfDz-INKuSQFwtWBJd1oXzcgIJg4nk2of-RAo5c6DnUsxNvcwmxMfsDyKTU9N_ZW8p0zBrgE5DCiHwQcIT3h8rgMOx8g2RjWbCouY8/-bdDJO6t9UeheLytQXH3HSUD4LQIqJySgXK6LM8YWlg)
Innovopro,Developed a technology designed to extract a 70-percent-chickpea protein concentrate. ,Plant-based,"Ingredients and inputs,Dairy,Meat","Ingredient optimization,End product formulation and manufacturing","Milk,Other dairy,Other,Other meat",,Chickpea,Africa/Middle East,Israel,"Ra'anana, Israel","Ra'anana, Israel",https://innovopro.com/,2013,Ascher Shmulewitz,Screen Shot 2021-02-11 at 9_24_05 AM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/3ZL9M3Q-cpskroYaETtJ3Q/nB9x9jNkoJiDe4XRCrZpeGW9ctHc1TJAFB4IxrGq-lHfGDntYIgs_KgAFfGvur7S-QxL2AhGPnU1OAI214X4XU9ViEvQ1EmhqUTM1l7JBKE7D0NWrjltJM38Vk3X-Ot9/QgmqoRidYHCLnVKqlnMLk8cfj-DPXWY_PazLHBVYs9E)
Kraft Heinz Company,Global company that owns high quality food brands (see Boca). ,Plant-based,Contract manufacturing/processing,End product formulation and manufacturing,,,,U.S. and Canada,United States,Minnesota,Mendota,https://www.kraftheinzcompany.com,2015,Stacy Cox,Screen Shot 2021-02-15 at 12_30_48 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/63Eruqv4b5gaiCUdYVHyrg/HgfW8C8FQXiC5DBayn0nNVGSnyJx4T1aj3xVtp99mVMaBEsza6Yg6wUFbqmPUWvMb-yNAG3jodzw1iRO1rSNEmi4fUTJYIh78joh5i20zRqdyqrdfXQNqBUgHp0BPt8Y/K4INscrgrgpHoZN_r7817371-7vSgOJe-acsx-H6Iag)
Danone,"Global industry leader for owning alternative dairy products (see Alpro, So Delicious, and Silk) and investing in companies (se Laird Superfood). ",Plant-based,Contract manufacturing/processing,End product formulation and manufacturing,,,,,France,"Paris, France","Paris, France",https://www.danone.com,1919,Isaac Carasso,Screen Shot 2021-02-15 at 12_30_22 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/gs_cHLLgWtpRz_eAcC0-Zw/2DpdNwnnAyDHH1TVLooFt-PeYAxoThXW_3NM2xewzT37JIRSRae8lMBUdlwHsdWqt4wzz16YO3vzn-IVRmCIWsZM9xezx9lyu4u5SZEM-bU4NXdOmOvYyn7czss4gjty/rxi1N5ic-4cIHO99K8ttpJ8gIiabiwKe42mkqe7nqfM)
Tyson Foods,"Multi-national, protein-focused food company (see Raised and Rooted) and invests in alternative meat research (see Beyond Meat and Future Meat Technologies).",Plant-based,Contract manufacturing/processing,End product formulation and manufacturing,,,,,United States,Arkansas,Springdale,https://www.tysonfoods.com,1935,John W. Tyson,Screen Shot 2021-02-15 at 12_30_09 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/UKwONPV7b1Aeitz--EnDSg/mKDj61Pagqkjzq9ClU6jjdg805t988ErVJCwRQ-U3vnoSxn9oXhO49ORaWIPx4WP1zjAVBFU4J4Qg70hctSGhiJo_EA0o0fWrnVmHHd2Bw5OXzM57vHtaFlaCSpR60El/vLQe2YbmZO6nmSUWnVR9kXpq50BMkUcUJw4ExZeLLgM)
JBS,"Meat processing company, aiming to release cultivated meat with the recently acquired Spain-based BioTech Foods ","Plant-based,Cultivated",Contract manufacturing/processing,End product formulation and manufacturing,,,,,Brazil,,Sao Paulo,https://jbssa.com,1953,Jose Batista Sobrinho,Screen Shot 2021-02-15 at 12_28_45 PM.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/U5y0cMXolndfp5eeA3B1ag/QwTI4sSeINF-2BxSHFrOAf7zpNGy1Cg6kdvknlHK98tWgIzBQMef_qfEQGJr_0mWKD0Y09ZCd9VV7HvOGnmmICABg9rclLrNPbmF34nzyxHX1XoHXm1tbvCrlByf1gdd/PdDuHpdvhttkkWEjc9xmEBqNJBDuTiIF6aP1CbQj7QA)
